file_name,trend,seasonal,stationary,pattern,shifting,dataset_name,type_value,train_lens,time_steps,if_univariate,size
CHX00F002FT0101/1065.csv,,,,,,Gas_CHX00F002FT0101_1065,,600,,TRUE,small
CHX00F003FT0101/1059.csv,,,,,,Gas_CHX00F003FT0101_1059,,2340,,TRUE,small
CHX00F002FT0101/1059.csv,,,,,,Gas_CHX00F002FT0101_1059,,2340,,TRUE,small
CHX00F003FT0101/1058.csv,,,,,,Gas_CHX00F003FT0101_1058,,1200,,TRUE,small
CHX00F002FT0101/1058.csv,,,,,,Gas_CHX00F002FT0101_1058,,1200,,TRUE,small
CHX00F003FT0101/1064.csv,,,,,,Gas_CHX00F003FT0101_1064,,600,,TRUE,small
CHX00F002FT0101/1064.csv,,,,,,Gas_CHX00F002FT0101_1064,,600,,TRUE,small
CHX00F003FT0101/1070.csv,,,,,,Gas_CHX00F003FT0101_1070,,600,,TRUE,small
CHX00F002FT0101/1070.csv,,,,,,Gas_CHX00F002FT0101_1070,,600,,TRUE,small
CHX00F003FT0101/1066.csv,,,,,,Gas_CHX00F003FT0101_1066,,1200,,TRUE,small
CHX00F002FT0101/1066.csv,,,,,,Gas_CHX00F002FT0101_1066,,1200,,TRUE,small
CHX00F003FT0101/1067.csv,,,,,,Gas_CHX00F003FT0101_1067,,600,,TRUE,small
CHX00F002FT0101/1067.csv,,,,,,Gas_CHX00F002FT0101_1067,,600,,TRUE,small
CHX00F003FT0101/1063.csv,,,,,,Gas_CHX00F003FT0101_1063,,1200,,TRUE,small
CHX00F002FT0101/1063.csv,,,,,,Gas_CHX00F002FT0101_1063,,1200,,TRUE,small
CHX00F003FT0101/1062.csv,,,,,,Gas_CHX00F003FT0101_1062,,1200,,TRUE,small
CHX00F002FT0101/1062.csv,,,,,,Gas_CHX00F002FT0101_1062,,1200,,TRUE,small
CHX00F003FT0101/1048.csv,,,,,,Gas_CHX00F003FT0101_1048,,1200,,TRUE,small
CHX00F002FT0101/1048.csv,,,,,,Gas_CHX00F002FT0101_1048,,1200,,TRUE,small
CHX00F003FT0101/1060.csv,,,,,,Gas_CHX00F003FT0101_1060,,600,,TRUE,small
CHX00F002FT0101/1060.csv,,,,,,Gas_CHX00F002FT0101_1060,,600,,TRUE,small
CHX00F003FT0101/1061.csv,,,,,,Gas_CHX00F003FT0101_1061,,600,,TRUE,small
CHX00F002FT0101/1061.csv,,,,,,Gas_CHX00F002FT0101_1061,,600,,TRUE,small
CHX00F003FT0101/1049.csv,,,,,,Gas_CHX00F003FT0101_1049,,1200,,TRUE,small
CHX00F002FT0101/1049.csv,,,,,,Gas_CHX00F002FT0101_1049,,1200,,TRUE,small
CHX00F003FT0101/1050.csv,,,,,,Gas_CHX00F003FT0101_1050,,1200,,TRUE,small
CHX00F002FT0101/1050.csv,,,,,,Gas_CHX00F002FT0101_1050,,1200,,TRUE,small
CHX00F003FT0101/1044.csv,,,,,,Gas_CHX00F003FT0101_1044,,1200,,TRUE,small
CHX00F002FT0101/1044.csv,,,,,,Gas_CHX00F002FT0101_1044,,1200,,TRUE,small
CHX00F003FT0101/1045.csv,,,,,,Gas_CHX00F003FT0101_1045,,600,,TRUE,small
CHX00F002FT0101/1045.csv,,,,,,Gas_CHX00F002FT0101_1045,,600,,TRUE,small
CHX00F003FT0101/1051.csv,,,,,,Gas_CHX00F003FT0101_1051,,1200,,TRUE,small
CHX00F002FT0101/1051.csv,,,,,,Gas_CHX00F002FT0101_1051,,1200,,TRUE,small
CHX00F003FT0101/1047.csv,,,,,,Gas_CHX00F003FT0101_1047,,600,,TRUE,small
CHX00F002FT0101/1047.csv,,,,,,Gas_CHX00F002FT0101_1047,,600,,TRUE,small
CHX00F003FT0101/1053.csv,,,,,,Gas_CHX00F003FT0101_1053,,1200,,TRUE,small
CHX00F002FT0101/1053.csv,,,,,,Gas_CHX00F002FT0101_1053,,1200,,TRUE,small
CHX00F003FT0101/1052.csv,,,,,,Gas_CHX00F003FT0101_1052,,600,,TRUE,small
CHX00F002FT0101/1052.csv,,,,,,Gas_CHX00F002FT0101_1052,,600,,TRUE,small
CHX00F003FT0101/1046.csv,,,,,,Gas_CHX00F003FT0101_1046,,540,,TRUE,small
CHX00F002FT0101/1046.csv,,,,,,Gas_CHX00F002FT0101_1046,,540,,TRUE,small
CHX00F003FT0101/1042.csv,,,,,,Gas_CHX00F003FT0101_1042,,1200,,TRUE,small
CHX00F002FT0101/1042.csv,,,,,,Gas_CHX00F002FT0101_1042,,1200,,TRUE,small
CHX00F003FT0101/1056.csv,,,,,,Gas_CHX00F003FT0101_1056,,600,,TRUE,small
CHX00F002FT0101/1056.csv,,,,,,Gas_CHX00F002FT0101_1056,,600,,TRUE,small
CHX00F003FT0101/1057.csv,,,,,,Gas_CHX00F003FT0101_1057,,600,,TRUE,small
CHX00F002FT0101/1057.csv,,,,,,Gas_CHX00F002FT0101_1057,,600,,TRUE,small
CHX00F003FT0101/1043.csv,,,,,,Gas_CHX00F003FT0101_1043,,1200,,TRUE,small
CHX00F002FT0101/1043.csv,,,,,,Gas_CHX00F002FT0101_1043,,1200,,TRUE,small
CHX00F003FT0101/1069.csv,,,,,,Gas_CHX00F003FT0101_1069,,600,,TRUE,small
CHX00F002FT0101/1069.csv,,,,,,Gas_CHX00F002FT0101_1069,,600,,TRUE,small
CHX00F003FT0101/1055.csv,,,,,,Gas_CHX00F003FT0101_1055,,600,,TRUE,small
CHX00F002FT0101/1055.csv,,,,,,Gas_CHX00F002FT0101_1055,,600,,TRUE,small
CHX00F003FT0101/1041.csv,,,,,,Gas_CHX00F003FT0101_1041,,600,,TRUE,small
CHX00F002FT0101/1041.csv,,,,,,Gas_CHX00F002FT0101_1041,,600,,TRUE,small
CHX00F003FT0101/1040.csv,,,,,,Gas_CHX00F003FT0101_1040,,1200,,TRUE,small
CHX00F002FT0101/1040.csv,,,,,,Gas_CHX00F002FT0101_1040,,1200,,TRUE,small
CHX00F003FT0101/1054.csv,,,,,,Gas_CHX00F003FT0101_1054,,1200,,TRUE,small
CHX00F002FT0101/1054.csv,,,,,,Gas_CHX00F002FT0101_1054,,1200,,TRUE,small
CHX00F003FT0101/1068.csv,,,,,,Gas_CHX00F003FT0101_1068,,600,,TRUE,small
CHX00F002FT0101/1068.csv,,,,,,Gas_CHX00F002FT0101_1068,,600,,TRUE,small
CHX00F003FT0101/1033.csv,,,,,,Gas_CHX00F003FT0101_1033,,540,,TRUE,small
CHX00F002FT0101/1033.csv,,,,,,Gas_CHX00F002FT0101_1033,,540,,TRUE,small
CHX00F003FT0101/1027.csv,,,,,,Gas_CHX00F003FT0101_1027,,360,,TRUE,small
CHX00F002FT0101/1027.csv,,,,,,Gas_CHX00F002FT0101_1027,,360,,TRUE,small
CHX00F003FT0101/1032.csv,,,,,,Gas_CHX00F003FT0101_1032,,600,,TRUE,small
CHX00F002FT0101/1032.csv,,,,,,Gas_CHX00F002FT0101_1032,,600,,TRUE,small
CHX00F003FT0101/1024.csv,,,,,,Gas_CHX00F003FT0101_1024,,1440,,TRUE,small
CHX00F002FT0101/1024.csv,,,,,,Gas_CHX00F002FT0101_1024,,1440,,TRUE,small
CHX00F003FT0101/1030.csv,,,,,,Gas_CHX00F003FT0101_1030,,1140,,TRUE,small
CHX00F002FT0101/1030.csv,,,,,,Gas_CHX00F002FT0101_1030,,1140,,TRUE,small
CHX00F003FT0101/1018.csv,,,,,,Gas_CHX00F003FT0101_1018,,480,,TRUE,small
CHX00F002FT0101/1018.csv,,,,,,Gas_CHX00F002FT0101_1018,,480,,TRUE,small
CHX00F003FT0101/1019.csv,,,,,,Gas_CHX00F003FT0101_1019,,480,,TRUE,small
CHX00F002FT0101/1019.csv,,,,,,Gas_CHX00F002FT0101_1019,,480,,TRUE,small
CHX00F003FT0101/1031.csv,,,,,,Gas_CHX00F003FT0101_1031,,1140,,TRUE,small
CHX00F002FT0101/1031.csv,,,,,,Gas_CHX00F002FT0101_1031,,1140,,TRUE,small
CHX00F003FT0101/1025.csv,,,,,,Gas_CHX00F003FT0101_1025,,540,,TRUE,small
CHX00F002FT0101/1025.csv,,,,,,Gas_CHX00F002FT0101_1025,,540,,TRUE,small
CHX00F003FT0101/1009.csv,,,,,,Gas_CHX00F003FT0101_1009,,360,,TRUE,small
CHX00F002FT0101/1009.csv,,,,,,Gas_CHX00F002FT0101_1009,,360,,TRUE,small
CHX00F003FT0101/1021.csv,,,,,,Gas_CHX00F003FT0101_1021,,540,,TRUE,small
CHX00F002FT0101/1021.csv,,,,,,Gas_CHX00F002FT0101_1021,,540,,TRUE,small
CHX00F003FT0101/1035.csv,,,,,,Gas_CHX00F003FT0101_1035,,600,,TRUE,small
CHX00F002FT0101/1035.csv,,,,,,Gas_CHX00F002FT0101_1035,,600,,TRUE,small
CHX00F003FT0101/1034.csv,,,,,,Gas_CHX00F003FT0101_1034,,1140,,TRUE,small
CHX00F002FT0101/1034.csv,,,,,,Gas_CHX00F002FT0101_1034,,1140,,TRUE,small
CHX00F003FT0101/1020.csv,,,,,,Gas_CHX00F003FT0101_1020,,360,,TRUE,small
CHX00F002FT0101/1020.csv,,,,,,Gas_CHX00F002FT0101_1020,,360,,TRUE,small
CHX00F003FT0101/1008.csv,,,,,,Gas_CHX00F003FT0101_1008,,540,,TRUE,small
CHX00F002FT0101/1008.csv,,,,,,Gas_CHX00F002FT0101_1008,,540,,TRUE,small
CHX00F003FT0101/1036.csv,,,,,,Gas_CHX00F003FT0101_1036,,1200,,TRUE,small
CHX00F002FT0101/1036.csv,,,,,,Gas_CHX00F002FT0101_1036,,1200,,TRUE,small
CHX00F003FT0101/1022.csv,,,,,,Gas_CHX00F003FT0101_1022,,540,,TRUE,small
CHX00F002FT0101/1022.csv,,,,,,Gas_CHX00F002FT0101_1022,,540,,TRUE,small
CHX00F003FT0101/1023.csv,,,,,,Gas_CHX00F003FT0101_1023,,1080,,TRUE,small
CHX00F002FT0101/1023.csv,,,,,,Gas_CHX00F002FT0101_1023,,1080,,TRUE,small
CHX00F003FT0101/1037.csv,,,,,,Gas_CHX00F003FT0101_1037,,1200,,TRUE,small
CHX00F002FT0101/1037.csv,,,,,,Gas_CHX00F002FT0101_1037,,1200,,TRUE,small
